tweet_id,date,time,tweet_url,text,source,retweet_count,favorite_count,dog_name,dog_stage,dog_breed,final_ratings,jpg_url
667549055577362432,2015-11-20,03:44:31,https://twitter.com/dog_rates/status/667549055577362432/photo/1,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10,Twitter Web Client,2454,6138,,,Electric Fan,1.0,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg
667724302356258817,2015-11-20,15:20:54,https://twitter.com/dog_rates/status/667724302356258817/photo/1,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10,Twitter Web Client,341,517,,,Ibex,7.0,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg
667728196545200128,2015-11-20,15:36:22,https://twitter.com/dog_rates/status/667728196545200128/photo/1,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10,Twitter Web Client,162,398,Olive,,Kuvasz,11.0,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg
667766675769573376,2015-11-20,18:09:16,https://twitter.com/dog_rates/status/667766675769573376/photo/1,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af,Twitter Web Client,243,476,Calvin,,Fire Engine,9.0,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg
667782464991965184,2015-11-20,19:12:01,https://twitter.com/dog_rates/status/667782464991965184/photo/1,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10,Twitter for iPhone,261,434,,,Lorikeet,9.0,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg
667793409583771648,2015-11-20,19:55:30,https://twitter.com/dog_rates/status/667793409583771648/photo/1,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10,Twitter for iPhone,358,736,,,Dalmatian,8.0,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg
667801013445750784,2015-11-20,20:25:43,https://twitter.com/dog_rates/status/667801013445750784/photo/1,OMIGOD 12/10,Twitter for iPhone,101,346,,,Flat-Coated Retriever,12.0,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg
667806454573760512,2015-11-20,20:47:20,https://twitter.com/dog_rates/status/667806454573760512/photo/1,This is Filup. He is overcome with joy after finally meeting his father. 10/10,Twitter for iPhone,535,1111,Filup,,Toyshop,10.0,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg
667832474953625600,2015-11-20,22:30:44,https://twitter.com/dog_rates/status/667832474953625600/photo/1,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable",Twitter for iPhone,68,303,,,Miniature Pinscher,12.0,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg
667866724293877760,2015-11-21,00:46:50,https://twitter.com/dog_rates/status/667866724293877760/photo/1,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy,Twitter for iPhone,1110,3172,Shaggy,,Jigsaw Puzzle,10.0,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg
667873844930215936,2015-11-21,01:15:07,https://twitter.com/dog_rates/status/667873844930215936/photo/1,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10,Twitter for iPhone,440,667,,,Common Iguana,10.0,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg
667878741721415682,2015-11-21,01:34:35,https://twitter.com/dog_rates/status/667878741721415682/photo/1,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10,Twitter for iPhone,127,409,Tedrick,,Seat Belt,2.0,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg
667885044254572545,2015-11-21,01:59:37,https://twitter.com/dog_rates/status/667885044254572545/photo/1,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls,Twitter for iPhone,530,868,Stu,,Malamute,10.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg
667886921285246976,2015-11-21,02:07:05,https://twitter.com/dog_rates/status/667886921285246976/photo/1,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik,Twitter for iPhone,1180,2011,Erik,,Pomeranian,11.0,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg
667902449697558528,2015-11-21,03:08:47,https://twitter.com/dog_rates/status/667902449697558528/photo/1,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with,Twitter for iPhone,396,905,Cleopatricia,,Norwegian Elkhound,9.0,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg
667911425562669056,2015-11-21,03:44:27,https://twitter.com/dog_rates/status/667911425562669056/photo/1,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10,Twitter for iPhone,329,523,,,Frilled Lizard,5.0,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg
